Architecture: alexnet
Load dataset: 13.17 s
Compute features
0 / 5005	Time: 921.638 (921.638)
1408 / 5005	Time: 0.354 (2.838)
1409 / 5005	Time: 1.356 (2.837)
1410 / 5005	Time: 0.253 (2.835)
1411 / 5005	Time: 1.408 (2.834)
1412 / 5005	Time: 0.254 (2.832)
1413 / 5005	Time: 1.156 (2.831)
1414 / 5005	Time: 0.354 (2.830)
1415 / 5005	Time: 1.256 (2.828)
1416 / 5005	Time: 0.154 (2.827)
1417 / 5005	Time: 1.353 (2.825)
1418 / 5005	Time: 0.203 (2.824)
1419 / 5005	Time: 1.307 (2.823)
1420 / 5005	Time: 0.301 (2.821)
1421 / 5005	Time: 1.308 (2.820)
1422 / 5005	Time: 0.102 (2.818)
1423 / 5005	Time: 1.456 (2.817)
1424 / 5005	Time: 0.100 (2.815)
1425 / 5005	Time: 1.205 (2.814)
1426 / 5005	Time: 0.254 (2.812)
1427 / 5005	Time: 1.404 (2.811)
1428 / 5005	Time: 0.102 (2.809)
1429 / 5005	Time: 1.456 (2.808)
1430 / 5005	Time: 0.071 (2.806)
1431 / 5005	Time: 1.506 (2.805)
1432 / 5005	Time: 0.102 (2.803)
1433 / 5005	Time: 1.457 (2.803)
1434 / 5005	Time: 0.103 (2.801)
1435 / 5005	Time: 1.457 (2.800)
1436 / 5005	Time: 0.102 (2.798)
1437 / 5005	Time: 1.457 (2.797)
1438 / 5005	Time: 0.103 (2.795)
1439 / 5005	Time: 1.562 (2.794)
1440 / 5005	Time: 0.036 (2.792)
1441 / 5005	Time: 1.409 (2.791)
1442 / 5005	Time: 0.037 (2.789)
1443 / 5005	Time: 1.609 (2.789)
1444 / 5005	Time: 0.036 (2.787)
1445 / 5005	Time: 1.623 (2.786)
1446 / 5005	Time: 0.036 (2.784)
1447 / 5005	Time: 1.590 (2.783)
1448 / 5005	Time: 0.036 (2.781)
1449 / 5005	Time: 1.624 (2.780)
1450 / 5005	Time: 0.036 (2.779)
1451 / 5005	Time: 1.608 (2.778)
1452 / 5005	Time: 0.100 (2.776)
1453 / 5005	Time: 1.456 (2.775)
1454 / 5005	Time: 0.152 (2.773)
1455 / 5005	Time: 1.408 (2.772)
1456 / 5005	Time: 0.204 (2.771)
1457 / 5005	Time: 1.306 (2.770)
1458 / 5005	Time: 0.402 (2.768)
1459 / 5005	Time: 1.355 (2.767)
1460 / 5005	Time: 0.405 (2.765)
1461 / 5005	Time: 1.408 (2.764)
1462 / 5005	Time: 0.353 (2.763)
1463 / 5005	Time: 1.357 (2.762)
1464 / 5005	Time: 0.200 (2.760)
1465 / 5005	Time: 1.871 (2.759)
1466 / 5005	Time: 0.036 (2.758)
1467 / 5005	Time: 1.617 (2.757)
1468 / 5005	Time: 0.036 (2.755)
1469 / 5005	Time: 1.570 (2.754)
1470 / 5005	Time: 0.036 (2.752)
1471 / 5005	Time: 1.422 (2.751)
1472 / 5005	Time: 0.036 (2.750)
1473 / 5005	Time: 1.567 (2.749)
1474 / 5005	Time: 0.036 (2.747)
1475 / 5005	Time: 1.585 (2.746)
1476 / 5005	Time: 0.036 (2.744)
1477 / 5005	Time: 1.672 (2.744)
1478 / 5005	Time: 0.036 (2.742)
1479 / 5005	Time: 1.517 (2.741)
1480 / 5005	Time: 0.036 (2.739)
1481 / 5005	Time: 1.572 (2.738)
1482 / 5005	Time: 0.037 (2.736)
1483 / 5005	Time: 1.570 (2.736)
1484 / 5005	Time: 0.036 (2.734)
1485 / 5005	Time: 1.420 (2.733)
1486 / 5005	Time: 0.036 (2.731)
1487 / 5005	Time: 1.522 (2.730)
1488 / 5005	Time: 0.036 (2.729)
1489 / 5005	Time: 1.568 (2.728)
1490 / 5005	Time: 0.036 (2.726)
1491 / 5005	Time: 1.620 (2.725)
1492 / 5005	Time: 0.036 (2.723)
1493 / 5005	Time: 1.669 (2.723)
1494 / 5005	Time: 0.036 (2.721)
1495 / 5005	Time: 1.771 (2.720)
1496 / 5005	Time: 0.036 (2.718)
1497 / 5005	Time: 1.640 (2.718)
1498 / 5005	Time: 0.036 (2.716)
1499 / 5005	Time: 1.621 (2.715)
1500 / 5005	Time: 0.036 (2.713)
1501 / 5005	Time: 1.560 (2.713)
1502 / 5005	Time: 0.036 (2.711)
1503 / 5005	Time: 1.556 (2.710)
1504 / 5005	Time: 0.036 (2.708)
1505 / 5005	Time: 1.507 (2.708)
1506 / 5005	Time: 0.036 (2.706)
1507 / 5005	Time: 1.505 (2.705)
1508 / 5005	Time: 0.037 (2.703)
1509 / 5005	Time: 1.506 (2.702)
1510 / 5005	Time: 0.043 (2.701)
1511 / 5005	Time: 1.357 (2.700)
1512 / 5005	Time: 0.099 (2.698)
1513 / 5005	Time: 1.356 (2.697)
1514 / 5005	Time: 0.253 (2.696)
1515 / 5005	Time: 1.308 (2.695)
1516 / 5005	Time: 0.554 (2.693)
1517 / 5005	Time: 1.655 (2.693)
1518 / 5005	Time: 0.704 (2.691)
1519 / 5005	Time: 1.104 (2.690)
1520 / 5005	Time: 0.503 (2.689)
1521 / 5005	Time: 1.106 (2.688)
1522 / 5005	Time: 0.451 (2.686)
1523 / 5005	Time: 1.155 (2.685)
1524 / 5005	Time: 0.705 (2.684)
1525 / 5005	Time: 0.956 (2.683)
1526 / 5005	Time: 0.805 (2.682)
1527 / 5005	Time: 0.854 (2.680)
1528 / 5005	Time: 0.802 (2.679)
1529 / 5005	Time: 0.904 (2.678)
1530 / 5005	Time: 0.855 (2.677)
1531 / 5005	Time: 0.955 (2.676)
1532 / 5005	Time: 0.657 (2.674)
1533 / 5005	Time: 0.959 (2.673)
1534 / 5005	Time: 0.605 (2.672)
1535 / 5005	Time: 0.956 (2.671)
1536 / 5005	Time: 0.656 (2.669)
1537 / 5005	Time: 0.855 (2.668)
1538 / 5005	Time: 0.705 (2.667)
1539 / 5005	Time: 0.905 (2.666)
1540 / 5005	Time: 0.852 (2.665)
1541 / 5005	Time: 0.856 (2.664)
1542 / 5005	Time: 0.653 (2.662)
1543 / 5005	Time: 0.807 (2.661)
1544 / 5005	Time: 1.005 (2.660)
1545 / 5005	Time: 0.705 (2.659)
1546 / 5005	Time: 1.156 (2.658)
1547 / 5005	Time: 0.702 (2.656)
1548 / 5005	Time: 0.957 (2.655)
1549 / 5005	Time: 0.553 (2.654)
1550 / 5005	Time: 0.904 (2.653)
1551 / 5005	Time: 0.705 (2.652)
1552 / 5005	Time: 0.906 (2.650)
1553 / 5005	Time: 0.601 (2.649)
1554 / 5005	Time: 0.905 (2.648)
1555 / 5005	Time: 0.908 (2.647)
1556 / 5005	Time: 0.952 (2.646)
1557 / 5005	Time: 1.156 (2.645)
1558 / 5005	Time: 0.601 (2.644)
1559 / 5005	Time: 0.956 (2.642)
1560 / 5005	Time: 0.704 (2.641)
1561 / 5005	Time: 0.906 (2.640)
1562 / 5005	Time: 0.705 (2.639)
1563 / 5005	Time: 0.855 (2.638)
1564 / 5005	Time: 0.655 (2.636)
1565 / 5005	Time: 0.957 (2.635)
1566 / 5005	Time: 0.602 (2.634)
1567 / 5005	Time: 0.956 (2.633)
1568 / 5005	Time: 0.601 (2.632)
1569 / 5005	Time: 0.953 (2.631)
1570 / 5005	Time: 0.702 (2.629)
1571 / 5005	Time: 0.955 (2.628)
1572 / 5005	Time: 0.554 (2.627)
1573 / 5005	Time: 1.107 (2.626)
1574 / 5005	Time: 0.405 (2.625)
1575 / 5005	Time: 1.154 (2.624)
1576 / 5005	Time: 0.403 (2.622)
1577 / 5005	Time: 1.206 (2.621)
1578 / 5005	Time: 0.300 (2.620)
1579 / 5005	Time: 1.256 (2.619)
1580 / 5005	Time: 0.404 (2.618)
1581 / 5005	Time: 1.206 (2.617)
1582 / 5005	Time: 0.404 (2.615)
1583 / 5005	Time: 1.206 (2.615)
1584 / 5005	Time: 0.353 (2.613)
1585 / 5005	Time: 1.157 (2.612)
1586 / 5005	Time: 0.401 (2.611)
1587 / 5005	Time: 1.106 (2.610)
1588 / 5005	Time: 0.505 (2.609)
1589 / 5005	Time: 1.005 (2.608)
1590 / 5005	Time: 0.503 (2.606)
1591 / 5005	Time: 1.053 (2.605)
1592 / 5005	Time: 0.505 (2.604)
1593 / 5005	Time: 1.154 (2.603)
1594 / 5005	Time: 0.250 (2.602)
1595 / 5005	Time: 2.258 (2.601)
1596 / 5005	Time: 0.504 (2.600)
1597 / 5005	Time: 1.005 (2.599)
1598 / 5005	Time: 0.754 (2.598)
1599 / 5005	Time: 1.156 (2.597)
1600 / 5005	Time: 0.906 (2.596)
1601 / 5005	Time: 1.006 (2.595)
1602 / 5005	Time: 1.055 (2.594)
1603 / 5005	Time: 0.551 (2.593)
1604 / 5005	Time: 1.158 (2.592)
1605 / 5005	Time: 0.403 (2.590)
1606 / 5005	Time: 1.357 (2.590)
1607 / 5005	Time: 0.254 (2.588)
1608 / 5005	Time: 1.355 (2.587)
1609 / 5005	Time: 0.252 (2.586)
1610 / 5005	Time: 1.358 (2.585)
1611 / 5005	Time: 0.304 (2.584)
1612 / 5005	Time: 1.358 (2.583)
1613 / 5005	Time: 0.354 (2.582)
1614 / 5005	Time: 1.707 (2.581)
1615 / 5005	Time: 0.152 (2.580)
1616 / 5005	Time: 1.607 (2.579)
1617 / 5005	Time: 0.253 (2.578)
1618 / 5005	Time: 1.657 (2.577)
1619 / 5005	Time: 0.953 (2.576)
1620 / 5005	Time: 0.856 (2.575)
1621 / 5005	Time: 1.406 (2.574)
1622 / 5005	Time: 0.202 (2.573)
1623 / 5005	Time: 1.506 (2.572)
1624 / 5005	Time: 0.102 (2.571)
1625 / 5005	Time: 1.558 (2.570)
1626 / 5005	Time: 0.804 (2.569)
1627 / 5005	Time: 1.206 (2.568)
1628 / 5005	Time: 0.604 (2.567)
1629 / 5005	Time: 1.306 (2.566)
1630 / 5005	Time: 0.350 (2.565)
1631 / 5005	Time: 1.156 (2.564)
1632 / 5005	Time: 0.305 (2.562)
1633 / 5005	Time: 1.156 (2.562)
1634 / 5005	Time: 0.252 (2.560)
1635 / 5005	Time: 1.255 (2.559)
1636 / 5005	Time: 0.655 (2.558)
1637 / 5005	Time: 1.306 (2.557)
1638 / 5005	Time: 0.551 (2.556)
1639 / 5005	Time: 1.257 (2.555)
1640 / 5005	Time: 0.603 (2.554)
1641 / 5005	Time: 1.304 (2.553)
1642 / 5005	Time: 0.404 (2.552)
1643 / 5005	Time: 1.406 (2.551)
1644 / 5005	Time: 0.353 (2.550)
1645 / 5005	Time: 1.405 (2.549)
1646 / 5005	Time: 0.402 (2.548)
1647 / 5005	Time: 1.407 (2.547)
1648 / 5005	Time: 0.504 (2.546)
1649 / 5005	Time: 1.454 (2.546)
1650 / 5005	Time: 0.403 (2.544)
1651 / 5005	Time: 1.106 (2.543)
1652 / 5005	Time: 0.406 (2.542)
1653 / 5005	Time: 1.210 (2.541)
1654 / 5005	Time: 0.404 (2.540)
1655 / 5005	Time: 1.153 (2.539)
1656 / 5005	Time: 0.401 (2.538)
1657 / 5005	Time: 1.305 (2.537)
1658 / 5005	Time: 0.153 (2.536)
1659 / 5005	Time: 1.057 (2.535)
1660 / 5005	Time: 0.401 (2.533)
1661 / 5005	Time: 1.105 (2.533)
1662 / 5005	Time: 0.451 (2.531)
1663 / 5005	Time: 1.052 (2.530)
1664 / 5005	Time: 0.552 (2.529)
1665 / 5005	Time: 1.007 (2.528)
1666 / 5005	Time: 0.501 (2.527)
1667 / 5005	Time: 1.056 (2.526)
1668 / 5005	Time: 0.554 (2.525)
1669 / 5005	Time: 1.006 (2.524)
1670 / 5005	Time: 0.553 (2.523)
1671 / 5005	Time: 1.055 (2.522)
1672 / 5005	Time: 0.555 (2.521)
1673 / 5005	Time: 1.007 (2.520)
1674 / 5005	Time: 0.503 (2.519)
1675 / 5005	Time: 1.056 (2.518)
1676 / 5005	Time: 0.454 (2.517)
1677 / 5005	Time: 0.704 (2.516)
1678 / 5005	Time: 0.402 (2.514)
1679 / 5005	Time: 0.705 (2.513)
1680 / 5005	Time: 0.404 (2.512)
1681 / 5005	Time: 1.257 (2.511)
1682 / 5005	Time: 0.453 (2.510)
1683 / 5005	Time: 1.306 (2.509)
1684 / 5005	Time: 0.404 (2.508)
1685 / 5005	Time: 1.253 (2.507)
1686 / 5005	Time: 0.403 (2.506)
1687 / 5005	Time: 1.257 (2.505)
1688 / 5005	Time: 0.301 (2.504)
1689 / 5005	Time: 1.206 (2.503)
1690 / 5005	Time: 0.303 (2.502)
1691 / 5005	Time: 1.308 (2.501)
1692 / 5005	Time: 0.304 (2.500)
1693 / 5005	Time: 1.354 (2.499)
1694 / 5005	Time: 0.205 (2.498)
1695 / 5005	Time: 1.303 (2.497)
1696 / 5005	Time: 0.304 (2.496)
1697 / 5005	Time: 1.056 (2.495)
1698 / 5005	Time: 0.202 (2.494)
1699 / 5005	Time: 1.004 (2.493)
1700 / 5005	Time: 0.355 (2.492)
1701 / 5005	Time: 1.105 (2.491)
1702 / 5005	Time: 0.553 (2.490)
1703 / 5005	Time: 1.207 (2.489)
1704 / 5005	Time: 0.402 (2.488)
1705 / 5005	Time: 1.205 (2.487)
1706 / 5005	Time: 0.454 (2.486)
1707 / 5005	Time: 1.056 (2.485)
1708 / 5005	Time: 0.405 (2.484)
1709 / 5005	Time: 1.053 (2.483)
1710 / 5005	Time: 0.302 (2.482)
1711 / 5005	Time: 1.256 (2.481)
1712 / 5005	Time: 0.253 (2.480)
1713 / 5005	Time: 1.157 (2.479)
1714 / 5005	Time: 0.404 (2.478)
1715 / 5005	Time: 1.155 (2.477)
1716 / 5005	Time: 0.303 (2.476)
1717 / 5005	Time: 1.356 (2.475)
1718 / 5005	Time: 0.354 (2.474)
1719 / 5005	Time: 1.257 (2.473)
1720 / 5005	Time: 0.450 (2.472)
1721 / 5005	Time: 1.203 (2.471)
1722 / 5005	Time: 0.450 (2.470)
1723 / 5005	Time: 1.157 (2.469)
1724 / 5005	Time: 0.553 (2.468)
1725 / 5005	Time: 1.157 (2.467)
1726 / 5005	Time: 0.505 (2.466)
1727 / 5005	Time: 0.959 (2.465)
1728 / 5005	Time: 0.551 (2.464)
1729 / 5005	Time: 1.106 (2.463)
1730 / 5005	Time: 0.354 (2.462)
1731 / 5005	Time: 1.105 (2.461)
1732 / 5005	Time: 0.654 (2.460)
1733 / 5005	Time: 1.055 (2.460)
1734 / 5005	Time: 0.603 (2.458)
1735 / 5005	Time: 1.052 (2.458)
1736 / 5005	Time: 0.658 (2.457)
1737 / 5005	Time: 1.004 (2.456)
1738 / 5005	Time: 0.755 (2.455)
1739 / 5005	Time: 1.005 (2.454)
1740 / 5005	Time: 0.704 (2.453)
1741 / 5005	Time: 1.105 (2.452)
1742 / 5005	Time: 0.654 (2.451)
1743 / 5005	Time: 1.002 (2.450)
1744 / 5005	Time: 0.706 (2.449)
1745 / 5005	Time: 0.905 (2.448)
1746 / 5005	Time: 0.754 (2.447)
1747 / 5005	Time: 1.002 (2.447)
1748 / 5005	Time: 0.405 (2.445)
1749 / 5005	Time: 1.253 (2.445)
1750 / 5005	Time: 0.252 (2.444)
1751 / 5005	Time: 1.457 (2.443)
1752 / 5005	Time: 0.072 (2.442)
1753 / 5005	Time: 1.407 (2.441)
1754 / 5005	Time: 0.036 (2.440)
1755 / 5005	Time: 1.404 (2.439)
1756 / 5005	Time: 0.037 (2.438)
1757 / 5005	Time: 1.312 (2.437)
1758 / 5005	Time: 0.036 (2.436)
1759 / 5005	Time: 1.254 (2.435)
1760 / 5005	Time: 0.036 (2.434)
1761 / 5005	Time: 1.256 (2.433)
1762 / 5005	Time: 0.152 (2.432)
1763 / 5005	Time: 1.458 (2.431)
1764 / 5005	Time: 0.103 (2.430)
1765 / 5005	Time: 1.521 (2.429)
1766 / 5005	Time: 0.036 (2.428)
1767 / 5005	Time: 1.570 (2.427)
1768 / 5005	Time: 0.036 (2.426)
1769 / 5005	Time: 1.420 (2.426)
1770 / 5005	Time: 0.036 (2.424)
1771 / 5005	Time: 1.571 (2.424)
1772 / 5005	Time: 0.036 (2.422)
1773 / 5005	Time: 1.420 (2.422)
1774 / 5005	Time: 0.036 (2.420)
1775 / 5005	Time: 1.421 (2.420)
1776 / 5005	Time: 0.036 (2.419)
1777 / 5005	Time: 1.422 (2.418)
1778 / 5005	Time: 0.036 (2.417)
1779 / 5005	Time: 1.559 (2.416)
1780 / 5005	Time: 0.036 (2.415)
1781 / 5005	Time: 1.607 (2.414)
1782 / 5005	Time: 0.035 (2.413)
1783 / 5005	Time: 1.406 (2.413)
1784 / 5005	Time: 0.102 (2.411)
1785 / 5005	Time: 1.435 (2.411)
1786 / 5005	Time: 0.036 (2.409)
1787 / 5005	Time: 1.303 (2.409)
1788 / 5005	Time: 0.154 (2.407)
1789 / 5005	Time: 1.607 (2.407)
1790 / 5005	Time: 0.036 (2.406)
1791 / 5005	Time: 1.371 (2.405)
1792 / 5005	Time: 0.036 (2.404)
1793 / 5005	Time: 1.359 (2.403)
1794 / 5005	Time: 0.036 (2.402)
1795 / 5005	Time: 1.470 (2.401)
1796 / 5005	Time: 0.036 (2.400)
1797 / 5005	Time: 1.206 (2.399)
1798 / 5005	Time: 0.036 (2.398)
1799 / 5005	Time: 1.320 (2.397)
1800 / 5005	Time: 0.036 (2.396)
1801 / 5005	Time: 1.219 (2.396)
1802 / 5005	Time: 0.036 (2.394)
1803 / 5005	Time: 1.457 (2.394)
1804 / 5005	Time: 0.153 (2.392)
1805 / 5005	Time: 1.457 (2.392)
1806 / 5005	Time: 0.036 (2.391)
1807 / 5005	Time: 1.570 (2.390)
1808 / 5005	Time: 0.036 (2.389)
1809 / 5005	Time: 1.356 (2.388)
1810 / 5005	Time: 0.036 (2.387)
1811 / 5005	Time: 1.472 (2.386)
1812 / 5005	Time: 0.037 (2.385)
1813 / 5005	Time: 1.507 (2.385)
1814 / 5005	Time: 0.103 (2.383)
1815 / 5005	Time: 1.507 (2.383)
1816 / 5005	Time: 0.303 (2.382)
1817 / 5005	Time: 1.103 (2.381)
1818 / 5005	Time: 0.455 (2.380)
1819 / 5005	Time: 1.206 (2.379)
1820 / 5005	Time: 0.254 (2.378)
1821 / 5005	Time: 1.406 (2.378)
1822 / 5005	Time: 0.203 (2.377)
1823 / 5005	Time: 1.307 (2.376)
1824 / 5005	Time: 0.072 (2.375)
1825 / 5005	Time: 1.439 (2.374)
1826 / 5005	Time: 0.036 (2.373)
1827 / 5005	Time: 1.407 (2.372)
1828 / 5005	Time: 0.154 (2.371)
1829 / 5005	Time: 1.506 (2.371)
1830 / 5005	Time: 0.103 (2.369)
1831 / 5005	Time: 1.588 (2.369)
1832 / 5005	Time: 0.036 (2.368)
1833 / 5005	Time: 1.818 (2.367)
1834 / 5005	Time: 0.036 (2.366)
1835 / 5005	Time: 1.722 (2.366)
1836 / 5005	Time: 0.036 (2.365)
1837 / 5005	Time: 1.721 (2.364)
1838 / 5005	Time: 0.036 (2.363)
1839 / 5005	Time: 1.470 (2.362)
1840 / 5005	Time: 0.036 (2.361)
1841 / 5005	Time: 1.668 (2.361)
1842 / 5005	Time: 0.036 (2.360)
1843 / 5005	Time: 1.471 (2.359)
1844 / 5005	Time: 0.036 (2.358)
1845 / 5005	Time: 1.419 (2.357)
1846 / 5005	Time: 0.036 (2.356)
1847 / 5005	Time: 1.457 (2.356)
1848 / 5005	Time: 0.036 (2.354)
1849 / 5005	Time: 1.568 (2.354)
1850 / 5005	Time: 0.036 (2.353)
1851 / 5005	Time: 1.408 (2.352)
1852 / 5005	Time: 0.036 (2.351)
1853 / 5005	Time: 1.570 (2.350)
1854 / 5005	Time: 0.036 (2.349)
1855 / 5005	Time: 1.421 (2.349)
1856 / 5005	Time: 0.036 (2.347)
1857 / 5005	Time: 1.771 (2.347)
1858 / 5005	Time: 0.036 (2.346)
1859 / 5005	Time: 1.722 (2.346)
1860 / 5005	Time: 0.036 (2.344)
1861 / 5005	Time: 1.471 (2.344)
1862 / 5005	Time: 0.036 (2.343)
1863 / 5005	Time: 1.067 (2.342)
1864 / 5005	Time: 0.036 (2.341)
1865 / 5005	Time: 1.670 (2.340)
1866 / 5005	Time: 0.036 (2.339)
1867 / 5005	Time: 1.721 (2.339)
1868 / 5005	Time: 0.036 (2.338)
1869 / 5005	Time: 1.520 (2.337)
1870 / 5005	Time: 0.036 (2.336)
1871 / 5005	Time: 1.672 (2.335)
1872 / 5005	Time: 0.036 (2.334)
1873 / 5005	Time: 1.522 (2.334)
1874 / 5005	Time: 0.036 (2.333)
1875 / 5005	Time: 1.569 (2.332)
1876 / 5005	Time: 0.036 (2.331)
1877 / 5005	Time: 1.569 (2.331)
1878 / 5005	Time: 0.036 (2.329)
1879 / 5005	Time: 1.411 (2.329)
1880 / 5005	Time: 0.036 (2.328)
1881 / 5005	Time: 1.514 (2.327)
1882 / 5005	Time: 0.036 (2.326)
1883 / 5005	Time: 1.507 (2.326)
1884 / 5005	Time: 0.070 (2.324)
1885 / 5005	Time: 1.571 (2.324)
1886 / 5005	Time: 0.036 (2.323)
1887 / 5005	Time: 1.359 (2.322)
1888 / 5005	Time: 0.037 (2.321)
1889 / 5005	Time: 2.123 (2.321)
1890 / 5005	Time: 0.036 (2.320)
1891 / 5005	Time: 1.521 (2.319)
1892 / 5005	Time: 0.036 (2.318)
1893 / 5005	Time: 1.568 (2.318)
1894 / 5005	Time: 0.036 (2.316)
1895 / 5005	Time: 1.572 (2.316)
1896 / 5005	Time: 0.036 (2.315)
1897 / 5005	Time: 1.518 (2.314)
1898 / 5005	Time: 0.036 (2.313)
1899 / 5005	Time: 1.621 (2.313)
1900 / 5005	Time: 0.036 (2.312)
1901 / 5005	Time: 1.720 (2.311)
1902 / 5005	Time: 0.036 (2.310)
1903 / 5005	Time: 1.571 (2.310)
1904 / 5005	Time: 0.038 (2.309)
1905 / 5005	Time: 1.620 (2.308)
1906 / 5005	Time: 0.036 (2.307)
1907 / 5005	Time: 1.518 (2.307)
1908 / 5005	Time: 0.036 (2.305)
1909 / 5005	Time: 1.721 (2.305)
1910 / 5005	Time: 0.036 (2.304)
1911 / 5005	Time: 1.621 (2.304)
1912 / 5005	Time: 0.036 (2.302)
1913 / 5005	Time: 1.672 (2.302)
1914 / 5005	Time: 0.036 (2.301)
1915 / 5005	Time: 1.568 (2.301)
1916 / 5005	Time: 0.036 (2.299)
1917 / 5005	Time: 1.618 (2.299)
1918 / 5005	Time: 0.036 (2.298)
1919 / 5005	Time: 1.470 (2.297)
1920 / 5005	Time: 0.036 (2.296)
1921 / 5005	Time: 1.518 (2.296)
1922 / 5005	Time: 0.037 (2.295)
1923 / 5005	Time: 1.668 (2.294)
1924 / 5005	Time: 0.036 (2.293)
1925 / 5005	Time: 1.420 (2.293)
1926 / 5005	Time: 0.036 (2.292)
1927 / 5005	Time: 1.119 (2.291)
1928 / 5005	Time: 0.036 (2.290)
1929 / 5005	Time: 1.156 (2.289)
1930 / 5005	Time: 0.304 (2.288)
1931 / 5005	Time: 1.507 (2.288)
1932 / 5005	Time: 0.250 (2.287)
1933 / 5005	Time: 1.354 (2.286)
1934 / 5005	Time: 0.350 (2.285)
1935 / 5005	Time: 1.406 (2.285)
1936 / 5005	Time: 0.253 (2.284)
1937 / 5005	Time: 1.407 (2.283)
1938 / 5005	Time: 0.204 (2.282)
1939 / 5005	Time: 1.457 (2.282)
1940 / 5005	Time: 0.053 (2.281)
1941 / 5005	Time: 1.555 (2.280)
1942 / 5005	Time: 0.152 (2.279)
1943 / 5005	Time: 1.609 (2.279)
1944 / 5005	Time: 0.105 (2.278)
1945 / 5005	Time: 1.610 (2.277)
1946 / 5005	Time: 0.036 (2.276)
1947 / 5005	Time: 1.708 (2.276)
1948 / 5005	Time: 0.037 (2.275)
1949 / 5005	Time: 1.608 (2.274)
1950 / 5005	Time: 0.250 (2.273)
1951 / 5005	Time: 1.607 (2.273)
1952 / 5005	Time: 0.405 (2.272)
1953 / 5005	Time: 1.207 (2.271)
1954 / 5005	Time: 0.806 (2.271)
1955 / 5005	Time: 0.702 (2.270)
1956 / 5005	Time: 0.854 (2.269)
1957 / 5005	Time: 0.807 (2.268)
1958 / 5005	Time: 0.856 (2.268)
1959 / 5005	Time: 0.752 (2.267)
1960 / 5005	Time: 1.107 (2.266)
1961 / 5005	Time: 0.754 (2.266)
1962 / 5005	Time: 1.256 (2.265)
1963 / 5005	Time: 0.404 (2.264)
1964 / 5005	Time: 1.371 (2.264)
1965 / 5005	Time: 0.039 (2.263)
1966 / 5005	Time: 0.958 (2.262)
1967 / 5005	Time: 0.153 (2.261)
1968 / 5005	Time: 1.556 (2.260)
1969 / 5005	Time: 0.202 (2.259)
1970 / 5005	Time: 1.656 (2.259)
1971 / 5005	Time: 0.103 (2.258)
1972 / 5005	Time: 1.603 (2.258)
1973 / 5005	Time: 0.253 (2.257)
1974 / 5005	Time: 1.556 (2.256)
1975 / 5005	Time: 0.203 (2.255)
1976 / 5005	Time: 1.455 (2.255)
1977 / 5005	Time: 0.103 (2.254)
1978 / 5005	Time: 1.557 (2.253)
1979 / 5005	Time: 0.036 (2.252)
1980 / 5005	Time: 1.654 (2.252)
1981 / 5005	Time: 0.354 (2.251)
1982 / 5005	Time: 1.657 (2.251)
1983 / 5005	Time: 0.102 (2.250)
1984 / 5005	Time: 1.771 (2.249)
1985 / 5005	Time: 0.036 (2.248)
1986 / 5005	Time: 1.757 (2.248)
1987 / 5005	Time: 0.036 (2.247)
1988 / 5005	Time: 1.822 (2.247)
1989 / 5005	Time: 0.036 (2.246)
1990 / 5005	Time: 1.673 (2.245)
1991 / 5005	Time: 0.142 (2.244)
1992 / 5005	Time: 1.623 (2.244)
1993 / 5005	Time: 0.036 (2.243)
1994 / 5005	Time: 1.574 (2.243)
1995 / 5005	Time: 0.036 (2.241)
1996 / 5005	Time: 1.507 (2.241)
1997 / 5005	Time: 0.069 (2.240)
1998 / 5005	Time: 1.571 (2.240)
1999 / 5005	Time: 0.036 (2.239)
2000 / 5005	Time: 1.320 (2.238)
2001 / 5005	Time: 0.036 (2.237)
2002 / 5005	Time: 1.320 (2.237)
2003 / 5005	Time: 0.036 (2.235)
2004 / 5005	Time: 1.367 (2.235)
2005 / 5005	Time: 0.036 (2.234)
2006 / 5005	Time: 1.220 (2.233)
2007 / 5005	Time: 0.036 (2.232)
2008 / 5005	Time: 1.172 (2.232)
2009 / 5005	Time: 0.036 (2.231)
2010 / 5005	Time: 1.567 (2.230)
2011 / 5005	Time: 0.036 (2.229)
2012 / 5005	Time: 1.521 (2.229)
2013 / 5005	Time: 0.036 (2.228)
2014 / 5005	Time: 1.604 (2.228)
2015 / 5005	Time: 0.075 (2.226)
2016 / 5005	Time: 1.353 (2.226)
2017 / 5005	Time: 0.253 (2.225)
2018 / 5005	Time: 1.205 (2.225)
2019 / 5005	Time: 0.354 (2.224)
2020 / 5005	Time: 1.404 (2.223)
2021 / 5005	Time: 0.404 (2.222)
2022 / 5005	Time: 1.406 (2.222)
2023 / 5005	Time: 0.202 (2.221)
2024 / 5005	Time: 1.420 (2.220)
2025 / 5005	Time: 0.036 (2.219)
2026 / 5005	Time: 1.370 (2.219)
2027 / 5005	Time: 0.036 (2.218)
2028 / 5005	Time: 1.335 (2.217)
2029 / 5005	Time: 0.036 (2.216)
2030 / 5005	Time: 1.236 (2.216)
2031 / 5005	Time: 0.036 (2.215)
2032 / 5005	Time: 1.420 (2.214)
2033 / 5005	Time: 0.036 (2.213)
2034 / 5005	Time: 1.406 (2.213)
2035 / 5005	Time: 0.150 (2.212)
2036 / 5005	Time: 1.705 (2.212)
2037 / 5005	Time: 0.054 (2.211)
2038 / 5005	Time: 1.757 (2.210)
2039 / 5005	Time: 0.053 (2.209)
2040 / 5005	Time: 2.110 (2.209)
2041 / 5005	Time: 0.154 (2.208)
